FILIAL,PROCESSO,PARTIDA,ARTIGO,COR,DESC_NM_MERC,MT_DISPONIV,DT_PROD,NUM_FIOS,FLANGE,LADO,MAQUINA,STATUS,URDUME,MT_PREVISTA,MT_A_BATER,MT_PROX24H,BATIDAS,RPM,EFIC_TA,EFIC_TB,EFIC_TC,EFIC_DIA,ART_PROGR,NM_MERC_PROG,COR_PG,URDUME_PRO,GRUPO_TEAR,REPROCESSO,LARGURA,TRAMA_REDUZIDA_1,TRAMA_REDUZIDA_2,DATA FINAL TECEL,HORA_FINAL_TECEL,TURNO_FINAL_TECE,HORA_FINAL_TECEL_V2,OBS ACABAMENTO,COD MOT REP,MOTIVO REPROCESSO,OBS REPROCESSO
5,TECELAGEM,0544802,YIC20947P5560,560,NUUK II,"442,39",,5696,55130, ,35030,N,U12.5-5696560,"2.387,50","1.945,11","395,74",21,750,"56,99","97,81","94,52","83,18",,,,,6, ,145,167/96F BCO + 40DN E:2.9 (STL),,11/02/2026,1051,A,10:51,, , , 
5,TECELAGEM,0544816,YIC20950C5561C,561C,STOMP II,"0,00",,5696,55168, ,35031,N,U12.5-5696560,"1.872,00","1.872,00","407,39",23.5,830,"56,36","89,78","58,35","68,22",,,,,4, ,137,167/96F BCO + 40DN E:2.9 (STL),,11/02/2026,0939,A,09:39,, , , 
5,TECELAGEM,0544809,YIC20950C5561C,561C,STOMP II,"147,66",,5696,55078, ,35032,N,U12.5-5696560,"2.386,80","2.239,14","407,39",23.5,830,"24,12","24,75","61,85","36,95",,,,,4, ,137,167/96F BCO + 40DN E:2.9 (STL),,12/02/2026,0324,C,03:24,, , , 
5,TECELAGEM,1544605,YI310848G5561,561,LAREDO A,"378,43",,4760,55141, ,35033,N,U10/1-4760561,"1.327,15","948,72","439,96",19,750,"56,82","80,22","54,04","63,75",YI310848G5561,LAREDO A,561,U10/1-4760561,3, ,146,167/96F BCO + 40DN E:2.9 (STL),,09/02/2026,0230,C,02:30,, , , 
5,TECELAGEM,0544804,YIC20948P5560,560,TALLIN II,"233,33",,5696,55010, ,35034,N,U12.5-5696560,"2.387,50","2.154,17","401,02",21,760,"0,00","67,67","66,58","56,58",,,,,3, ,145,166/48F NGO + 40D E:2.6 (STL),,11/02/2026,2013,B,20:13,, , , 
5,TECELAGEM,0544617,YI310847G5561,561,LUCY A,"1.219,44",,4760,55182, ,35035,N,U10/1-4760561,"2.325,00","1.105,56","464,40",18,750,"59,44","75,00","85,00","73,15",YI310848G5561,LAREDO A,561,U10/1-4760561,3, ,147,166/48F NGO + 40D E:2.6 (STL),,09/02/2026,0708,A,07:08,, , , 
5,TECELAGEM,0544417,YIC20950C5561C,561C,STOMP II,"1.980,43",,5696,55180, ,35036,N,U12.5-5696560,"2.340,00","359,57","373,03",23.5,760,"55,62","71,51","81,37","69,56",,,,,3, ,137,167/96F BCO + 40DN E:2.9 (STL),,08/02/2026,0235,C,02:35,, , , 
5,TECELAGEM,0544614,YI310848G5561,561,LAREDO A,"1.134,21",,4760,55067, ,35037,N,U10/1-4760561,"2.300,00","1.165,79","486,89",19,830,"50,75","76,13","72,61","66,44",,,,,4, ,146,167/96F BCO + 40DN E:2.9 (STL),,09/02/2026,0725,A,07:25,, , , 
5,TECELAGEM,0544404,YIC20950C5561C,561C,STOMP II,"2.091,49",,5696,55108, ,35038,N,U12.5-5696560,"2.340,00","248,51","373,03",23.5,760,"38,63","76,16","86,85","67,28",YIC20951C5561,INFLUX,561C,U12.5-5696560,4, ,137,167/96F BCO + 40DN E:2.9 (STL),,07/02/2026,2013,B,20:13,, , , 
5,TECELAGEM,0544411,YIC20950C5561C,561C,STOMP II,"2.147,67",,5696,55146, ,35039,N,U12.5-5696560,"2.340,00","192,33","368,12",23.5,750,"57,81","94,52","90,96","81,17",YIC20951C5561,INFLUX,561C,U12.5-5696560,4, ,137,167/96F BCO + 40DN E:2.9 (STL),,07/02/2026,1709,B,17:09,, , , 
5,TECELAGEM,0544818,YIC20951C5561C,561C,INFLUX,"0,00",,5696,55111, ,35040,N,U12.5-5696560,"1.965,60","1.965,60","407,39",23.5,830,"56,28","94,22","93,72","81,34",,,,,4, ,139,166/48F NGO + 40D E:2.6 (STL),,11/02/2026,1643,B,16:43,, , , 
5,TECELAGEM,0544606,YI310848G5561,561,LAREDO A,"1.495,78",,4760,55159, ,35041,N,U10/1-4760561,"2.300,00","804,22","445,82",19,760,"66,76","94,23","91,76","84,25",YI310848G5561,LAREDO A,561,U10/1-4760561,3, ,146,167/96F BCO + 40DN E:2.9 (STL),,08/02/2026,1913,B,19:13,, , , 
5,TECELAGEM,0544608,YI310847G5561,561,LUCY A,"915,00",,4760,55013, ,35042,N,U10/1-4760561,"2.325,00","1.410,00","464,40",18,750,"66,39","69,72","85,28","73,80",,,,,3, ,147,166/48F NGO + 40D E:2.6 (STL),,09/02/2026,2040,B,20:40,, , , 
5,TECELAGEM,0544807,YIC20951C5561C,561C,INFLUX,"0,00",,5696,55051, ,35043,N,U12.5-5696560,"2.340,00","2.340,00","368,12",23.5,750,"0,00","0,00","0,00","0,00",,,,,3, ,139,166/48F NGO + 40D E:2.6 (STL),,12/02/2026,2201,C,22:01,, , , 
5,TECELAGEM,0544616,YI310848G5561,561,LAREDO A,"1.168,41",,4760,55109, ,35044,N,U10/1-4760561,"2.392,00","1.223,59","445,82",19,760,"59,72","73,61","73,33","68,89",YI310848G5561,LAREDO A,561,U10/1-4760561,3, ,146,167/96F BCO + 40DN E:2.9 (STL),,09/02/2026,1439,B,14:39,, , , 
5,TECELAGEM,0544422,YIC20950C5561C,561C,STOMP II,"1.677,87",,5696,55098, ,35045,P,U12.5-5696560,"2.340,00","662,13","407,39",23.5,830,"59,55","87,19","78,39","74,98",,,,,4, ,137,167/96F BCO + 40DN E:2.9 (STL),,08/02/2026,1643,B,16:43,, , , 
FILIAL,PROCESSO,PARTIDA,ARTIGO,COR,DESC_NM_MERC,MT_DISPONIV,DT_PROD,NUM_FIOS,FLANGE,LADO,MAQUINA,STATUS,URDUME,MT_PREVISTA,MT_A_BATER,MT_PROX24H,BATIDAS,RPM,EFIC_TA,EFIC_TB,EFIC_TC,EFIC_DIA,ART_PROGR,NM_MERC_PROG,COR_PG,URDUME_PRO,GRUPO_TEAR,REPROCESSO,LARGURA,TRAMA_REDUZIDA_1,TRAMA_REDUZIDA_2,DATA FINAL TECEL,HORA_FINAL_TECEL,TURNO_FINAL_TECE,HORA_FINAL_TECEL_V2,OBS ACABAMENTO,COD MOT REP,MOTIVO REPROCESSO,OBS REPROCESSO
5,TECELAGEM,0544801,YIC20950C5561C,561C,STOMP II,"374,04",,5696,55011, ,35046,P,U12.5-5696560,"2.340,00","1.965,96","373,03",23.5,760,"70,96","73,97","95,89","80,20",,,,,4, ,137,167/96F BCO + 40DN E:2.9 (STL),,11/02/2026,2234,C,22:34,, , , 
5,TECELAGEM,0544418,YIC20950C5561C,561C,STOMP II,"1.901,28",,5696,55114, ,35047,N,U12.5-5696560,"2.340,00","438,72","373,03",23.5,760,"70,41","94,25","80,27","81,72",YIC20947P5560,NUUK II,560,U12.5-5696560,4, ,137,167/96F BCO + 40DN E:2.9 (STL),,08/02/2026,0707,A,07:07,, , , 
5,TECELAGEM,1544415,YIC20947P5560,560,NUUK II,"1.740,00",,5696,55169, ,35048,P,U12.5-5696560,"2.081,41","341,41","395,74",21,750,"62,22","85,28","84,44","77,31",YIC20947P5560,NUUK II,560,U12.5-5696560,4, ,145,167/96F BCO + 40DN E:2.9 (STL),,07/02/2026,2342,C,23:42,, , , 
5,TECELAGEM,1544603,YI310848G5561,561,LAREDO A,"0,00",,4760,55019, ,35049,N,U10/1-4760561,"855,01","855,01","439,96",19,750,"57,10","87,19","38,44","60,97",,,,,3, ,146,167/96F BCO + 40DN E:2.9 (STL),,09/02/2026,0136,C,01:36,, , , 
5,TECELAGEM,0544519,AF311006E5561,561,ICON IV,"2.020,00",,4760,55057, ,35050,N,10+10F4760561,"2.201,56","181,56","624,32",13,750,"53,61","80,56","68,06","67,41",AF311006E5561,ICON IV,561,10+10F4760561,3, ,169,7/1 OE,,07/02/2026,1149,A,11:49,, , , 
5,TECELAGEM,0544517,AF311006E5561,561,ICON IV,"2.135,39",,4760,55095, ,35051,N,10+10F4760561,"2.300,00","164,61","624,32",13,750,"50,41","74,25","81,92","68,92",AI310906V5560,CAPRI,560,U12.5-4760560,3, ,169,7/1 OE,,07/02/2026,1116,A,11:16,, , , 
5,TECELAGEM,0544701,AI310906V5560,560,CAPRI,"1.104,40",,4760,55087, ,35052,P,U12.5-4760560,"2.300,00","1.195,60","510,30",16,750,"69,72","79,44","73,33","74,17",AF311006E5561,ICON IV,561,10+10F4760561,3, ,165,9/1 OE,,09/02/2026,0513,C,05:13,, , , 
5,TECELAGEM,0544721,AI310906V5560,560,CAPRI,"85,63",,4760,55026, ,35053,N,U12.5-4760560,"2.300,00","2.214,37","510,30",16,750,"57,78","70,00","62,67","63,48",,,,,4, ,165,9/1 OE,,10/02/2026,2128,B,21:28,, , , 
5,TECELAGEM,0544407,YIC20950C5561C,561C,STOMP II,"2.226,81",,5696,55084, ,35054,N,U12.5-5696560,"2.340,00","113,19","368,12",23.5,750,"58,61","95,83","92,78","82,41",YIC20951C5561,INFLUX,561C,U12.5-5696560,4, ,137,167/96F BCO + 40DN E:2.9 (STL),,07/02/2026,1234,A,12:34,, , , 
5,TECELAGEM,0544803,YIC20948P5560,560,TALLIN II,"380,47",,5696,55089, ,35055,P,U12.5-5696560,"2.387,50","2.007,03","403,66",21,765,"44,88","82,50","94,44","73,91",,,,,4, ,145,166/48F NGO + 40D E:2.6 (STL),,11/02/2026,1201,A,12:01,, , , 
5,TECELAGEM,1544405,YIC20947P5560,560,NUUK II,"555,24",,5696,55028, ,35056,N,U12.5-5696560,"1.462,73","907,49","403,66",21,765,"48,48","57,02","63,64","56,38",,,,,4, ,145,167/96F BCO + 40DN E:2.9 (STL),,09/02/2026,0407,C,04:07,, , , 
5,TECELAGEM,0544723,AI310906V5560,560,CAPRI,"0,00",,4760,55142, ,35057,N,U12.5-4760560,"2.300,00","2.300,00","510,30",16,750,"44,44","46,94","68,89","53,43",,,,,1, ,165,9/1 OE,,11/02/2026,0251,C,02:51,, , , 
5,TECELAGEM,0544712,AI310906V5560,560,CAPRI,"790,63",,4760,55055, ,35058,N,U12.5-4760560,"2.300,00","1.509,37","510,30",16,750,"63,89","80,56","86,11","76,85",,,,,1, ,165,9/1 OE,,09/02/2026,1737,B,17:37,, , , 
5,TECELAGEM,0544717,AI310906V5560,560,CAPRI,"257,51",,4760,55103, ,35059,N,U12.5-4760560,"2.300,00","2.042,49","510,30",16,750,"34,72","18,06","96,39","49,72",,,,,1, ,165,9/1 OE,,10/02/2026,1441,B,14:41,, , , 
5,TECELAGEM,0544722,AI310906V5560,560,CAPRI,"175,63",,4760,55164, ,35060,N,U12.5-4760560,"2.300,00","2.124,37","510,30",16,750,"26,94","76,39","78,06","60,46",,,,,1, ,165,9/1 OE,,10/02/2026,1755,B,17:55,, , , 
5,TECELAGEM,0544520,AF311006E5561,561,ICON IV,"1.977,69",,4760,55023, ,35061,P,10+10F4760561,"2.300,00","322,31","624,32",13,750,"52,50","83,89","81,39","72,59",AF311006E5561,ICON IV,561,10+10F4760561,2, ,169,7/1 OE,,07/02/2026,1621,B,16:21,, , , 
5,TECELAGEM,0544620,AI311102G5561,561,WARDEN II,"1.575,00",,4760,55066, ,35062,N,U10/1-4760561,"2.300,00","725,00","579,73",14,750,"64,72","93,61","87,50","81,94",AF311006E5561,ICON IV,561,10+10F4760561,2, ,169,7/1 OE,,08/02/2026,0703,A,07:03,, , , 
5,TECELAGEM,0544622,AI311201G5561,561,MONTE CARLO,"1.319,39",,4760,55045, ,35063,N,U10/1-4760561,"2.200,00","880,61","494,84",16.5,750,"70,11","87,71","94,13","84,06",AF311006E5561,ICON IV,561,10+10F4760561,2, ,168,7/1 OE,,08/02/2026,1752,B,17:52,, , , 
5,TECELAGEM,0544604,AI311201G5561,561,MONTE CARLO,"1.720,00",,4760,55112, ,35064,N,U10/1-4760561,"2.200,00","480,00","494,84",16.5,750,"63,61","93,61","93,61","83,61",AF311006E5561,ICON IV,561,10+10F4760561,2, ,168,7/1 OE,,08/02/2026,0133,C,01:33,, , , 
5,TECELAGEM,0544618,AI311102G5561,561,WARDEN II,"1.441,42",,4760,55106, ,35065,P,U10/1-4760561,"1.996,40","554,98","579,73",14,750,"49,44","69,72","80,56","66,57",AF311006E5561,ICON IV,561,10+10F4760561,1, ,169,7/1 OE,,08/02/2026,0110,C,01:10,, , , 
5,TECELAGEM,0544602,AI311201G5561,561,MONTE CARLO,"1.638,79",,4760,55138, ,35066,N,U10/1-4760561,"2.200,00","561,21","494,84",16.5,750,"60,28","66,11","86,67","71,02",AF311006E5561,ICON IV,561,10+10F4760561,1, ,168,7/1 OE,,08/02/2026,0451,C,04:51,, , , 
5,TECELAGEM,0544525,AF311006E5561,561,ICON IV,"1.576,15",,4760,55041, ,35067,P,10+10F4760561,"1.996,40","420,25","624,32",13,750,"43,06","42,22","68,06","51,11",AF311006E5561,ICON IV,561,10+10F4760561,1, ,169,7/1 OE,,07/02/2026,1929,B,19:29,, , , 
5,TECELAGEM,0544523,AF311006E5561,561,ICON IV,"1.547,70",,4760,55035, ,35068,N,10+10F4760561,"2.300,00","752,30","624,32",13,750,"14,17","20,56","63,06","32,59",AF311006E5561,ICON IV,561,10+10F4760561,1, ,169,7/1 OE,,08/02/2026,0609,A,06:09,, , , 
5,TECELAGEM,0544702,AI310906V5560,560,CAPRI,"1.043,75",,4760,55048, ,35069,N,U12.5-4760560,"2.300,00","1.256,25","510,30",16,750,"56,67","96,11","93,33","82,04",AF311006E5561,ICON IV,561,10+10F4760561,2, ,165,9/1 OE,,09/02/2026,0737,A,07:37,, , , 
5,TECELAGEM,0544704,AI310906V5560,560,CAPRI,"1.021,25",,4760,55195, ,35070,N,U12.5-4760560,"2.300,00","1.278,75","510,30",16,750,"66,11","97,78","96,11","86,67",AF311006E5561,ICON IV,561,10+10F4760561,2, ,165,9/1 OE,,09/02/2026,0831,A,08:31,, , , 
5,TECELAGEM,0544711,AI310906V5560,560,CAPRI,"1.040,02",,4760,55183, ,35071,Q,U12.5-4760560,"2.300,00","1.259,98","510,30",16,750,"88,61","95,00","67,50","83,70",AF311006E5561,ICON IV,561,10+10F4760561,2, ,165,9/1 OE,,09/02/2026,0746,A,07:46,, , , 
5,TECELAGEM,0544607,AI311102G5561,561,WARDEN II,"1.930,01",,4760,55063, ,35072,N,U10/1-4760561,"2.300,00","369,99","579,73",14,750,"69,72","92,50","94,44","85,56",AF311006E5561,ICON IV,561,10+10F4760561,2, ,169,7/1 OE,,07/02/2026,1847,B,18:47,, , , 
5,TECELAGEM,0544518,AF311006E5561,561,ICON IV,"1.959,21",,4760,55131, ,35073,N,10+10F4760561,"2.284,36","325,15","624,32",13,750,"38,61","61,67","74,17","58,15",AF311006E5561,ICON IV,561,10+10F4760561,1, ,169,7/1 OE,,07/02/2026,1626,B,16:26,, , , 
5,TECELAGEM,0544601,AI311102G5561,561,WARDEN II,"1.736,42",,4760,55050, ,35074,P,U10/1-4760561,"2.300,00","563,58","591,32",14,765,"62,13","84,20","80,93","75,82",AF311006E5561,ICON IV,561,10+10F4760561,1, ,169,7/1 OE,,08/02/2026,0106,C,01:06,, , , 
5,TECELAGEM,0544709,AI310906V5560,560,CAPRI,"919,39",,4760,55085, ,35075,N,U12.5-4760560,"2.300,00","1.380,61","476,28",16,700,"66,67","91,94","83,33","80,65",,,,,1, ,165,9/1 OE,,09/02/2026,1626,B,16:26,, , , 
5,TECELAGEM,0544522,AF311006E5561,561,ICON IV,"1.668,45",,4760,55074, ,35076,P,10+10F4760561,"2.300,00","631,55","624,32",13,750,"47,78","63,33","67,22","59,44",AF311006E5561,ICON IV,561,10+10F4760561,1, ,169,7/1 OE,,08/02/2026,0216,C,02:16,, , , 
5,TECELAGEM,0544716,AI310906V5560,560,CAPRI,"70,00",,4760,55144, ,35077,N,U12.5-4760560,"2.392,00","2.322,00","510,30",16,750,"31,39","59,72","40,28","43,80",,,,,2, ,165,9/1 OE,,11/02/2026,0143,C,01:43,, , , 
5,TECELAGEM,0544715,AI310906V5560,560,CAPRI,"781,26",,4760,55065, ,35078,P,U12.5-4760560,"2.392,00","1.610,74","510,30",16,750,"60,56","92,22","71,11","74,63",AF311006E5561,ICON IV,561,10+10F4760561,2, ,165,9/1 OE,,09/02/2026,2137,B,21:37,, , , 
5,TECELAGEM,0544703,AI310906V5560,560,CAPRI,"1.124,39",,4760,55006, ,35079,N,U12.5-4760560,"2.300,00","1.175,61","476,28",16,700,"69,12","87,35","97,35","84,61",AF311006E5561,ICON IV,561,10+10F4760561,2, ,165,9/1 OE,,09/02/2026,0745,A,07:45,, , , 
5,TECELAGEM,0544707,AI310906V5560,560,CAPRI,"453,75",,4760,55079, ,35080,N,U12.5-4760560,"2.300,00","1.846,25","510,30",16,750,"35,83","87,78","96,11","73,24",,,,,2, ,165,9/1 OE,,10/02/2026,0656,A,06:56,, , , 
5,A ENROLAR,1544513,AF311006E5561,561,ICON IV,"390,00",06/02/2026,4760,0,D,35010,N,,"0,00","0,00","0,00",13,0,"0,00","0,00","0,00","0,00", , , , ,0,,169,7/1 OE,,, , , ,,,,
5,A ENROLAR,0544408,YIC20950C5561C,561C,STOMP II,"2.322,96",07/02/2026,5696,0,D,35013,N,,"0,00","0,00","0,00",23.5,0,"0,00","0,00","0,00","0,00", , , , ,0,,137,167/96F BCO + 40DN E:2.9 (STL),,, , , ,,,,
5,A ENROLAR,0544414,YIC20950C5561C,561C,STOMP II,"2.246,81",07/02/2026,5696,0,D,35016,P,,"0,00","0,00","0,00",23.5,0,"0,00","0,00","0,00","0,00", , , , ,0,,137,167/96F BCO + 40DN E:2.9 (STL),,, , , ,,,,
5,A ENROLAR,0544416,YIC20950C5561C,561C,STOMP II,"2.422,98",07/02/2026,5696,0,D,35024,N,,"0,00","0,00","0,00",23.5,0,"0,00","0,00","0,00","0,00", , , , ,0,,137,167/96F BCO + 40DN E:2.9 (STL),,, , , ,,,,
5,A ENROLAR,0544410,YIC20950C5561C,561C,STOMP II,"2.349,77",07/02/2026,5696,0,D,35031,N,,"0,00","0,00","0,00",23.5,0,"0,00","0,00","0,00","0,00", , , , ,0,,137,167/96F BCO + 40DN E:2.9 (STL),,, , , ,,,,
5,A ENROLAR,0544412,YIC20950C5561C,561C,STOMP II,"2.390,23",07/02/2026,5696,0,D,35040,N,,"0,00","0,00","0,00",23.5,0,"0,00","0,00","0,00","0,00", , , , ,0,,137,167/96F BCO + 40DN E:2.9 (STL),,, , , ,,,,
5,A ENROLAR,1544106,YI310848G5561,561,LAREDO A,"771,57",07/02/2026,4760,0,D,35049,N,,"0,00","0,00","0,00",19,0,"0,00","0,00","0,00","0,00", , , , ,0,,146,167/96F BCO + 40DN E:2.9 (STL),,, , , ,,,,
5,A ENROLAR,0544603,AI311102G5561,561,WARDEN II,"1.444,99",07/02/2026,4760,0,D,35057,N,,"0,00","0,00","0,00",14,0,"0,00","0,00","0,00","0,00", , , , ,0,,169,7/1 OE,,, , , ,,,,
5,A ENROLAR,0544508,AF311006E5561,561,ICON IV,"1.930,74",07/02/2026,4760,0,D,35077,N,,"0,00","0,00","0,00",13,0,"0,00","0,00","0,00","0,00", , , , ,0,,169,7/1 OE,,, , , ,,,,
5,EM REVISAO,0544506,AF311006E5561,561,ICON IV,"651,00",,4760,0, ,0,N,,"0,00","0,00","0,00",13,0,"0,00","0,00","0,00","0,00", , , , ,0, ,169,7/1 OE, ,, , , ,, , , 
5,EM REVISAO,0544512,AF311006E5561,561,ICON IV,"60,00",,4760,0, ,0,N,,"0,00","0,00","0,00",13,0,"0,00","0,00","0,00","0,00", , , , ,0, ,169,7/1 OE, ,, , , ,, , , 
FILIAL,PROCESSO,PARTIDA,ARTIGO,COR,DESC_NM_MERC,MT_DISPONIV,DT_PROD,NUM_FIOS,FLANGE,LADO,MAQUINA,STATUS,URDUME,MT_PREVISTA,MT_A_BATER,MT_PROX24H,BATIDAS,RPM,EFIC_TA,EFIC_TB,EFIC_TC,EFIC_DIA,ART_PROGR,NM_MERC_PROG,COR_PG,URDUME_PRO,GRUPO_TEAR,REPROCESSO,LARGURA,TRAMA_REDUZIDA_1,TRAMA_REDUZIDA_2,DATA FINAL TECEL,HORA_FINAL_TECEL,TURNO_FINAL_TECE,HORA_FINAL_TECEL_V2,OBS ACABAMENTO,COD MOT REP,MOTIVO REPROCESSO,OBS REPROCESSO
5,INTEGRADA,0544505,AF311006E5561,561,ICON IV,"1.970,00",07/02/2026,4760,,D,165001,N,,"0,00","0,00","0,00",13,0,"0,00","0,00","0,00","0,00", , , , ,0,,169,7/1 OE,,, , , ,,,,
5,INTEGRADA,0544511,AF311006E5561,561,ICON IV,"1.189,00",07/02/2026,4760,,D,165001,P,,"0,00","0,00","0,00",13,0,"0,00","0,00","0,00","0,00", , , , ,0,,169,7/1 OE,,, , , ,,,,
5,INTEGRADA,1537823,AI311103G5920,920,DOHA,"211,00",05/02/2026,4760,,D,165001,,,"0,00","0,00","0,00",13.5,0,"0,00","0,00","0,00","0,00", , , , ,0,,168,7/1 OE,,, , , ,,498,ENTORTAMENTO ( SKEW ),
