FILIAL,LOC. FISICO,MAQUINA,NOME_MAQUINA,DATA_PRODUCAO,TURNO,LADO,ITEM,DESC ITEM,HORA INICIAL,HORA FINAL,RPM,NUM FUSOS,ALFA,LOTE PRODUC,TÍTULO,TEMPO,TORCAO P POLEG,TORCAO P METRO,PROD MT/MIN,PROD KG/HR,PROD CALCULADA,PROD INFORMADA,EFIC CALCULADA,EFIC INFORMADA,OPERADOR,T.BOB.,RPM CARD,N,S,L,T,MO,CP V+ SL+,CM V- SL-,CCp C+,CCm C-,JP (P+),JM (P-),CVP,CVM,CORT NAT,% ROB 01,% ROB 02,% ROB 03
05,003,050403,OPEN END III                  ,28/01/2026,B,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","794,80","95,8","96,2",00096,"1,006",9500,0,23,7,22,18,10,8,12,2,7,0,0,0,97,0,0,0
05,003,050403,OPEN END III                  ,28/01/2026,C,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","778,80","93,8","93,9",00096,"1,006",9500,1,47,10,39,21,7,21,8,3,24,0,0,0,103,0,0,0
05,003,050403,OPEN END III                  ,28/01/2026,C,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","798,30","96,2","96,7",00096,"1,006",9500,1,55,12,47,37,18,28,15,2,9,0,0,0,136,0,0,0
05,003,050403,OPEN END III                  ,28/01/2026,A,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","795,60","95,9","95,9",00096,"1,006",9500,1,28,4,23,16,9,16,1,3,2,0,0,0,82,0,0,0
05,003,050403,OPEN END III                  ,28/01/2026,A,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","800,20","96,4","96,9",00096,"1,006",9500,1,56,6,27,25,13,12,28,4,26,0,0,0,124,0,0,0
05,003,050403,OPEN END III                  ,29/01/2026,C,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","780,40","94,0","94,1",00096,"1,006",9500,2,31,8,52,19,14,27,5,2,9,0,0,0,110,0,0,0
05,003,050403,OPEN END III                  ,29/01/2026,B,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","789,50","95,1","95,6",00096,"1,006",9500,1,39,6,37,16,12,12,11,2,9,1,0,0,89,0,0,0
05,003,050403,OPEN END III                  ,29/01/2026,B,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","783,40","94,4","94,5",00096,"1,006",9500,0,13,9,42,15,10,19,4,1,0,1,0,0,71,0,0,0
05,003,050403,OPEN END III                  ,29/01/2026,A,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","799,40","96,3","96,8",00096,"1,006",9500,3,56,4,36,31,8,18,19,3,13,0,0,0,149,0,0,0
05,003,050403,OPEN END III                  ,29/01/2026,A,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","786,50","94,8","94,9",00096,"1,006",9500,0,66,5,19,47,17,7,8,2,0,0,0,0,126,0,0,0
05,003,050403,OPEN END III                  ,29/01/2026,C,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","798,40","96,2","96,7",00096,"1,006",9500,1,56,4,26,35,7,9,9,0,2,2,0,0,116,0,0,0
05,003,050403,OPEN END III                  ,30/01/2026,C,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","780,90","94,1","94,2",00096,"1,006",9500,3,41,12,29,18,13,23,8,3,20,0,0,0,142,0,0,0
05,003,050403,OPEN END III                  ,30/01/2026,B,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","798,50","96,2","96,7",00096,"1,006",9500,2,54,8,32,26,5,21,10,1,9,0,0,0,86,0,0,0
05,003,050403,OPEN END III                  ,30/01/2026,B,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","781,30","94,1","94,2",00096,"1,006",9500,2,28,9,42,18,7,22,5,3,0,0,0,0,130,0,0,0
05,003,050403,OPEN END III                  ,30/01/2026,A,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","798,80","96,3","96,7",00096,"1,006",9500,0,51,12,31,32,8,18,11,2,11,1,0,0,174,0,0,0
05,003,050403,OPEN END III                  ,30/01/2026,A,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000106,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","782,50","94,3","94,4",00096,"1,006",9500,0,39,8,21,25,10,5,7,1,3,0,0,0,104,0,0,0
05,003,050403,OPEN END III                  ,30/01/2026,C,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","799,40","96,3","96,8",00096,"1,006",9500,1,68,9,47,41,8,24,15,1,17,1,0,0,168,0,0,0
05,003,050403,OPEN END III                  ,31/01/2026,A,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","787,20","94,9","94,9",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,003,050403,OPEN END III                  ,31/01/2026,A,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","787,80","94,9","95,4",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,003,050403,OPEN END III                  ,31/01/2026,B,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","787,90","94,9","95,0",00096,"1,006",9500,0,30,9,19,16,5,7,4,5,6,0,0,0,100,0,0,0
05,003,050403,OPEN END III                  ,31/01/2026,B,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","786,60","94,8","95,2",00096,"1,006",9500,2,27,7,21,18,3,4,5,0,6,0,0,0,99,0,0,0
05,003,050403,OPEN END III                  ,31/01/2026,C,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","788,40","95,0","95,1",00007,"1,006",9500,2,40,6,31,20,9,6,3,3,15,1,0,0,112,0,0,0
05,003,050403,OPEN END III                  ,31/01/2026,C,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","793,50","95,6","96,1",00007,"1,006",9500,1,40,7,28,26,11,10,6,1,11,2,0,0,127,0,0,0
05,003,050403,OPEN END III                  ,02/02/2026,A,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,600,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","207,47","1.659,77","632,20","38,1","75,9",00096,"1,006",9500,0,44,6,17,19,3,7,4,5,36,1,0,0,136,0,0,0
05,003,050403,OPEN END III                  ,02/02/2026,A,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,600,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","207,47","1.659,77","698,00","42,1","84,4",00096,"1,006",9500,1,38,6,17,30,6,6,17,5,36,0,0,0,105,0,0,0
05,003,050403,OPEN END III                  ,02/02/2026,B,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","797,20","96,1","95,9",00096,"1,006",9500,2,46,7,44,27,11,30,5,3,4,0,0,0,116,0,0,0
05,003,050403,OPEN END III                  ,02/02/2026,B,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","788,60","95,0","95,5",00096,"1,006",9500,1,47,4,32,19,12,8,5,3,10,0,0,0,83,0,0,0
05,003,050403,OPEN END III                  ,02/02/2026,C,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","796,40","96,0","95,8",00096,"1,006",9500,3,53,13,36,21,8,24,4,2,12,0,0,0,103,0,0,0
05,003,050403,OPEN END III                  ,02/02/2026,C,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","805,20","97,0","97,2",00096,"1,006",9500,0,42,9,62,22,12,18,11,2,4,0,0,0,133,0,0,0
FILIAL,LOC. FISICO,MAQUINA,NOME_MAQUINA,DATA_PRODUCAO,TURNO,LADO,ITEM,DESC ITEM,HORA INICIAL,HORA FINAL,RPM,NUM FUSOS,ALFA,LOTE PRODUC,TÍTULO,TEMPO,TORCAO P POLEG,TORCAO P METRO,PROD MT/MIN,PROD KG/HR,PROD CALCULADA,PROD INFORMADA,EFIC CALCULADA,EFIC INFORMADA,OPERADOR,T.BOB.,RPM CARD,N,S,L,T,MO,CP V+ SL+,CM V- SL-,CCp C+,CCm C-,JP (P+),JM (P-),CVP,CVM,CORT NAT,% ROB 01,% ROB 02,% ROB 03
05,003,050403,OPEN END III                  ,03/02/2026,A,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","796,90","96,0","95,7",00096,"1,006",9500,3,39,10,31,30,10,22,9,3,12,2,0,0,121,0,0,0
05,003,050403,OPEN END III                  ,03/02/2026,C,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","802,30","96,7","96,8",00096,"1,006",9500,2,37,8,46,25,11,21,22,5,19,1,0,0,166,0,0,0
05,003,050403,OPEN END III                  ,03/02/2026,C,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","772,40","93,1","92,8",00096,"1,006",9500,4,41,8,26,25,8,22,5,2,18,2,0,0,226,0,0,0
05,003,050403,OPEN END III                  ,03/02/2026,B,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","797,10","96,0","96,2",00096,"1,006",9500,3,30,9,16,17,8,7,8,2,8,0,0,0,74,0,0,0
05,003,050403,OPEN END III                  ,03/02/2026,B,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","793,50","95,6","95,4",00096,"1,006",9500,0,38,5,63,38,9,24,5,4,11,0,0,0,117,0,0,0
05,003,050403,OPEN END III                  ,03/02/2026,A,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","795,70","95,9","96,0",00096,"1,006",9500,2,27,4,36,18,9,26,17,2,2,0,0,0,110,0,0,0
05,003,050403,OPEN END III                  ,04/02/2026,B,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","655,70","79,0","78,9",00096,"1,006",9500,0,29,8,46,39,9,29,7,1,22,0,0,0,125,0,0,0
05,003,050403,OPEN END III                  ,04/02/2026,A,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","794,90","95,8","95,9",00096,"1,006",9500,3,36,7,43,26,7,23,24,1,9,0,0,0,105,0,0,0
05,003,050403,OPEN END III                  ,04/02/2026,A,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","788,00","95,0","94,8",00096,"1,006",9500,1,48,9,30,29,10,16,5,1,8,0,0,0,107,0,0,0
05,003,050403,OPEN END III                  ,04/02/2026,B,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","702,80","84,7","85,0",00096,"1,006",9500,2,34,9,57,11,12,20,15,1,59,5,0,0,151,0,0,0
05,003,050403,OPEN END III                  ,04/02/2026,C,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","789,30","95,1","94,9",00096,"1,006",9500,1,29,9,33,22,11,18,10,3,4,0,0,0,97,0,0,0
05,003,050403,OPEN END III                  ,04/02/2026,C,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","798,60","96,2","96,5",00096,"1,006",9500,2,36,7,58,18,10,27,22,1,15,3,0,0,119,0,0,0
05,003,050403,OPEN END III                  ,05/02/2026,B,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","787,90","94,9","94,7",00096,"1,006",9500,4,18,10,53,12,13,32,6,4,0,0,0,0,81,0,0,0
05,003,050403,OPEN END III                  ,05/02/2026,A,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","798,80","96,3","96,5",00096,"1,006",9500,1,18,8,58,17,14,16,15,3,2,1,0,0,126,0,0,0
05,003,050403,OPEN END III                  ,05/02/2026,A,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","789,60","95,1","94,9",00096,"1,006",9500,1,19,8,34,32,16,13,17,0,1,0,0,0,70,0,0,0
05,003,050403,OPEN END III                  ,05/02/2026,B,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","788,30","95,0","95,2",00096,"1,006",9500,1,22,9,39,9,17,22,4,2,5,0,0,0,132,0,0,0
05,003,050403,OPEN END III                  ,05/02/2026,C,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","799,90","96,4","96,6",00096,"1,006",9500,2,35,7,46,16,10,19,9,4,9,0,0,0,87,0,0,0
05,003,050403,OPEN END III                  ,05/02/2026,C,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","792,70","95,5","95,3",00096,"1,006",9500,1,21,8,47,11,12,21,16,1,5,0,0,0,85,0,0,0
05,003,050403,OPEN END III                  ,06/02/2026,A,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","454,30","54,7","54,7",00096,"1,006",9500,1,17,3,16,12,7,7,6,1,10,0,0,0,71,0,0,0
05,003,050403,OPEN END III                  ,06/02/2026,A,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","517,00","62,3","62,5",00096,"1,006",9500,0,24,10,11,9,6,15,12,2,43,0,0,0,83,0,0,0
05,003,050403,OPEN END III                  ,06/02/2026,C,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","805,90","97,1","97,7",00096,"1,006",9500,1,26,10,45,18,10,16,8,1,6,0,0,0,104,0,0,0
05,003,050403,OPEN END III                  ,06/02/2026,C,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","799,00","96,3","96,4",00096,"1,006",9500,0,21,4,19,13,6,15,8,3,10,0,0,0,90,0,0,0
05,003,050403,OPEN END III                  ,06/02/2026,B,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","797,20","96,1","96,1",00096,"1,006",9500,3,38,6,26,17,3,20,2,1,0,0,0,0,128,0,0,0
05,003,050403,OPEN END III                  ,06/02/2026,B,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","791,90","95,4","96,0",00096,"1,006",9500,0,16,7,14,16,13,10,5,1,10,1,0,0,72,0,0,0
05,003,050403,OPEN END III                  ,07/02/2026,A,A,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","799,20","96,3","96,2",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,003,050403,OPEN END III                  ,07/02/2026,A,B,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,300,5.3,0000000107,12.5,"8,00","18,74","737,73","122,00","103,74","829,89","793,10","95,6","96,1",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,007,050407,OPEN END R60                  ,12/01/2026,A,U,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,540,5.3,0000000105,12.5,"8,00","18,74","737,73","122,00","186,72","1.493,80","181,60","12,2","37,3",00096,"1,003",9500,6,15,30,13,3,3,0,17,11,1,1,0,0,26,95,92,91
05,007,050407,OPEN END R60                  ,12/01/2026,B,U,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,540,5.3,0000000105,12.5,"8,00","18,74","737,73","122,00","186,72","1.493,80","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,007,050407,OPEN END R60                  ,12/01/2026,C,U,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,540,5.3,0000000105,12.5,"8,00","18,74","737,73","122,00","186,72","1.493,80","1.056,30","70,7","76,4",00096,"1,003",9500,15,32,86,28,15,5,1,15,92,1,5,0,0,15,98,100,100
05,007,050407,OPEN END R60                  ,13/01/2026,A,U,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,540,5.3,0000000105,12.5,"8,00","18,74","737,73","122,00","186,72","1.493,80","769,10","51,5","51,3",00096,"1,003",9500,14,33,62,24,9,0,0,9,32,1,0,0,0,56,94,97,98
05,007,050407,OPEN END R60                  ,13/01/2026,C,U,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,540,5.3,0000000105,12.5,"8,00","18,74","737,73","122,00","186,72","1.493,80","1.178,80","78,9","78,7",00096,"1,003",9500,19,40,85,48,12,0,0,10,77,3,7,0,0,95,94,94,98
05,007,050407,OPEN END R60                  ,14/01/2026,A,U,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,540,5.3,0000000105,12.5,"8,00","18,74","737,73","122,00","186,72","1.493,80","1.445,70","96,8","96,6",00096,"1,003",9500,23,65,105,57,16,5,0,18,69,2,8,0,0,108,96,96,95
05,007,050407,OPEN END R60                  ,14/01/2026,B,U,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,540,5.3,0000000105,12.5,"8,00","18,74","737,73","122,00","186,72","1.493,80","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,007,050407,OPEN END R60                  ,14/01/2026,C,U,0957330,"HILO 12,5 LISO OE CARDA TECEL",22:00,06:00,90000,540,5.3,0000000105,12.5,"8,00","18,74","737,73","122,00","186,72","1.493,80","922,10","61,7","61,6",00096,"1,003",9500,9,59,95,64,10,2,0,6,59,4,10,0,0,83,92,86,96
05,007,050407,OPEN END R60                  ,15/01/2026,A,U,0957330,"HILO 12,5 LISO OE CARDA TECEL",06:00,14:00,90000,540,5.3,0000000105,12.5,"8,00","18,74","737,73","122,00","186,72","1.493,80","76,30","5,1","5,1",00096,"0,998",9500,1,5,3,6,0,0,0,1,9,0,0,0,0,7,100,100,80
05,007,050407,OPEN END R60                  ,15/01/2026,B,U,0957330,"HILO 12,5 LISO OE CARDA TECEL",14:00,22:00,90000,540,5.3,0000000105,12.5,"8,00","18,74","737,73","122,00","186,72","1.493,80","0,00","0,0","0,0",00096,"0,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
